document_id,flavor_a,flavor_b,pair_key,sentence,matched_categories,matched_terms,is_same_sentence_pair,has_positive_expression,has_negative_expression,has_taste_role_explanation,review_title,review_url
R0157,バナナ,ミルク,バナナ||ミルク,こちらの記事では、TROY(トロイ)のICE BANANA(アイスバナナ)のフレーバーレビューをご紹介します。,,,False,False,False,False,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,Ice Bananaの特徴,,,False,False,False,False,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,Ice Bananaを使ったおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,False,True,False,True,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,Ice Bananaの特徴,,,False,False,False,False,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,TROY IceBananaは、くどい甘さのない、すっきりとしたバナナフレーバーです。,,,False,False,False,False,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,Ice Bananaを使ったおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,False,True,False,True,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,TROY Ice Bananaを使ったミックスには、まったりとした甘さを加えてあげるのが無難な気がします。,taste_role,ミックス,False,False,False,True,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,TROYのラインナップではハニーミルク、それ以外ではチョコ系やミルク系のフレーバーとは相性抜群です。,experience:balance|taste_role,相性,False,False,False,True,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0157,バナナ,ミルク,バナナ||ミルク,TROY(トロイ) -ICE BANANA(アイスバナナ)はCLOUD SHOPにてご購入いただけます！,,,False,False,False,False,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/
R0213,バナナ,ミルク,バナナ||ミルク,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,ミルク,バナナ||ミルク,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0214,バナナ,ミルク,バナナ||ミルク,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0214,バナナ,ミルク,バナナ||ミルク,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0216,バナナ,ミルク,バナナ||ミルク,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0216,バナナ,ミルク,バナナ||ミルク,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0056,オレンジ,グレープフルーツ,オレンジ||グレープフルーツ,・ビタースイート×オレンジ×グレープフルーツ – ピールの風味が特徴的な柑橘系とのミックス。,taste:bitterness|taste:sweetness|taste_role,スイート|ビター|ミックス,True,False,False,True,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/
R0195,オレンジ,グレープフルーツ,オレンジ||グレープフルーツ,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,taste_role,ミックス,True,False,False,True,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/
R0202,オレンジ,グレープフルーツ,オレンジ||グレープフルーツ,ジャパニーズゆずを使ったミックスには、グレープフルーツ、オレンジ、レモンなどの同系統は間違いなくぴったりです。,taste_role,ミックス,True,False,False,True,Social Smoke JapaneseYuzu(ジャパニーズユズ)レビュー,https://cloud-jp.net/socialsmoke-japaneseyuzu-review/
R0210,オレンジ,グレープフルーツ,オレンジ||グレープフルーツ,Social Smoke Lime(ライム)を使ったMIXには、さっぱり系ではレモンやスイカ、オレンジ、ミント、グレープフルーツ、それ以外でもダブルアップルやハニー、アイススパイシーコーラ、ジンジャエールなど、幅広く活躍するフレーバーなので一度お試しあれ！,experience:coolness|taste:spicy,さっぱり|スパイシー,True,False,False,False,Social Smoke Lime(ライム)レビュー,https://cloud-jp.net/socialsmoke-lime-review/
R0212,カルダモンミルク,ミルク,カルダモンミルク||ミルク,Debaj(デバジ) Cardamom Milk(カルダモンミルク)のレビューです。,,,True,False,False,False,Debaj Cardamom Milk(カルダモンミルク)レビュー,https://cloud-jp.net/debaj-cardamommilk-review/
R0213,カルダモンミルク,ミルク,カルダモンミルク||ミルク,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,True,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0214,カルダモンミルク,ミルク,カルダモンミルク||ミルク,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,True,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0216,カルダモンミルク,ミルク,カルダモンミルク||ミルク,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,True,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0106,ハニー,メロン,ハニー||メロン,tabu Melon(メロン)の特徴,,,False,False,False,False,Tabu – Melon(メロン)レビュー,https://cloud-jp.net/tabu-melon/
R0106,ハニー,メロン,ハニー||メロン,tabu Melon(メロン)のおすすめミックス・組み合わせ,evaluation:positive|taste_role,おすすめ|ミックス|組み合わせ,False,True,False,True,Tabu – Melon(メロン)レビュー,https://cloud-jp.net/tabu-melon/
R0106,ハニー,メロン,ハニー||メロン,tabu Melon(メロン)の特徴,,,False,False,False,False,Tabu – Melon(メロン)レビュー,https://cloud-jp.net/tabu-melon/
R0106,ハニー,メロン,ハニー||メロン,tabu Melon(メロン)のおすすめミックス・組み合わせ,evaluation:positive|taste_role,おすすめ|ミックス|組み合わせ,False,True,False,True,Tabu – Melon(メロン)レビュー,https://cloud-jp.net/tabu-melon/
R0106,ハニー,メロン,ハニー||メロン,Tabu メロンを使ったおすすめのミックスは、ミルクや香港ミルクティー、バニラ、バナナ、ハニーなどでメロンジュースのような甘いミックスにしたり、,evaluation:positive|taste:sweetness|taste_role,おすすめ|ミックス|甘い,False,True,False,True,Tabu – Melon(メロン)レビュー,https://cloud-jp.net/tabu-melon/
R0106,ハニー,メロン,ハニー||メロン,Tabu(タブ) – Melon(メロン)はCLOUD SHOPにてご購入いただけます！,,,False,False,False,False,Tabu – Melon(メロン)レビュー,https://cloud-jp.net/tabu-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン)のレビュー,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン）の味,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン）で作るとき,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン）を使ったおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,False,True,False,True,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン)のレビュー,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン）の味,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン）で作るとき,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,MELON(メロン）を使ったおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,False,True,False,True,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,・【Social Smoke】 honeydew,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,melon,,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,(60%)　＋　【旬-SHUN-】MELON(40%),,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,・【DOZAJ】MILK (50%)　＋　【旬-SHUN-】MELON(50%),,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0169,ハニー,メロン,ハニー||メロン,・【旬-SHUN-】PEACH (50%)　＋　【旬-SHUN-】MELON(50%),,,False,False,False,False,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/
R0198,ハニー,メロン,ハニー||メロン,アルファーヘルのバニラを使ったミックスには、チャイやキャラメル、メロン、ハニー、ココナッツ、ミルク、チョコレートなど甘いフレーバーとの相性は抜群です。,experience:balance|taste:sweetness|taste_role,ミックス|甘い|相性,True,False,False,True,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0207,ハニー,メロン,ハニー||メロン,Social Smoke(ソーシャルスモーク) Honeydew Melon(ハニーデューメロン)のレビューです。,,,True,False,False,False,Social Smoke Honeydew Melon(ハニーデューメロン)レビュー,https://cloud-jp.net/socialsmoke-honeydewmelon-review/
R0207,ハニー,メロン,ハニー||メロン,Social Smoke Honeydew Melon(ハニーデューメロン)の特徴,,,True,False,False,False,Social Smoke Honeydew Melon(ハニーデューメロン)レビュー,https://cloud-jp.net/socialsmoke-honeydewmelon-review/
R0207,ハニー,メロン,ハニー||メロン,Social Smoke Honeydew Melon(ハニーデューメロン)を使ったMIX,,,True,False,False,False,Social Smoke Honeydew Melon(ハニーデューメロン)レビュー,https://cloud-jp.net/socialsmoke-honeydewmelon-review/
R0207,ハニー,メロン,ハニー||メロン,Social Smoke Honeydew Melon(ハニーデューメロン)の特徴,,,True,False,False,False,Social Smoke Honeydew Melon(ハニーデューメロン)レビュー,https://cloud-jp.net/socialsmoke-honeydewmelon-review/
R0207,ハニー,メロン,ハニー||メロン,Social Smoke Honeydew Melon(ハニーデューメロン)を使ったMIX,,,True,False,False,False,Social Smoke Honeydew Melon(ハニーデューメロン)レビュー,https://cloud-jp.net/socialsmoke-honeydewmelon-review/
R0207,ハニー,メロン,ハニー||メロン,Social SmokeHoneydew Melon(ハニーデューメロン),,,True,False,False,False,Social Smoke Honeydew Melon(ハニーデューメロン)レビュー,https://cloud-jp.net/socialsmoke-honeydewmelon-review/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,こちらの記事では、TROY(トロイ)のHoney Milk(ハニーミルク)のフレーバーレビューをご紹介します。,,,False,False,False,False,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,Honey Milkの特徴,,,False,False,False,False,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,Honey Milkを使ったおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,False,True,False,True,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,Honey Milkの特徴,,,False,False,False,False,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,TROY HONEY MILKは、その名の通りハニーとミルクのミックスフレーバー。,taste_role,ミックス,False,False,False,True,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,Honey Milkを使ったおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,False,True,False,True,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,ハニーミルクを使った濃厚なお菓子のような甘さを感じられるミックスには、ミルクやSocial Smokeの香港ミルクティー、ココナッツ、REVOSHIのビスケットなどがおすすめです。,evaluation:positive|taste:richness|taste_role,おすすめ|ミックス|濃厚,False,True,False,True,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0158,ココナッツ,ミルク,ココナッツ||ミルク,TROY(トロイ) – HONEY MILK(ハニーミルク)はCLOUD SHOPにてご購入いただけます！,,,False,False,False,False,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0188,ココナッツ,ミルク,ココナッツ||ミルク,ミックスにおすすめのフレーバーは、ミルク、バニラ、ココナッツ、キャラメルなどの甘い系のフレーバーがおすすめです。,evaluation:positive|taste:sweetness|taste_role,おすすめ|ミックス|甘い,True,True,False,True,DeCloud Mango(マンゴー)レビュー,https://cloud-jp.net/decloud-mango/
R0198,ココナッツ,ミルク,ココナッツ||ミルク,アルファーヘルのバニラを使ったミックスには、チャイやキャラメル、メロン、ハニー、ココナッツ、ミルク、チョコレートなど甘いフレーバーとの相性は抜群です。,experience:balance|taste:sweetness|taste_role,ミックス|甘い|相性,True,False,False,True,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0206,ココナッツ,ミルク,ココナッツ||ミルク,は単体で濃厚な甘さが楽しめるので、同系統で合わせるのであればバニラやチョコ、ココナッツ、ミルク、香港ミルクティー、さっぱりした感じをプラスしたい時はベリー、ミントなどがおすすめです！,evaluation:positive|experience:coolness|taste:richness,おすすめ|さっぱり|濃厚,True,True,False,False,Social Smoke Pistachio Breeze(ピスタチオブリーズ)レビュー,https://cloud-jp.net/socialsmoke-pistachiobreeze-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,AlFakher(アルファーヘル) Mojito(モヒート)のレビューです。,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,AlFakher Mojitoの特徴,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,AlFakher Mojitoを使ったMIX,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,AlFakher Mojitoの特徴,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,AlFakher Mojitoを使ったMIX,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,AlFakher Mojitoを使ったMIXには、レモンやグレープフルーツ、シトラスティーなどでさっぱり仕上げるのがおすすめ。,evaluation:positive|experience:coolness|taste:acidity,おすすめ|さっぱり|シトラス,False,True,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,モヒート,カルダモンミルク||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0214,カルダモンミルク,モヒート,カルダモンミルク||モヒート,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0214,カルダモンミルク,モヒート,カルダモンミルク||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0216,カルダモンミルク,モヒート,カルダモンミルク||モヒート,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0216,カルダモンミルク,モヒート,カルダモンミルク||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0056,グアバ,パッションフルーツ,グアバ||パッションフルーツ,・ビタースイート×グアバ×パッションフルーツ – 南国系のフルーツミックスにちょい足しです。,taste:bitterness|taste:sweetness|taste_role,スイート|ビター|ミックス,True,False,False,True,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/
R0067,グアバ,パッションフルーツ,グアバ||パッションフルーツ,・フィグ×グアバ×パッションフルーツ – 甘さのバランスがよく、後味の渋味で南国っぽい気分になれるミックスです。,experience:balance|taste_role,バランス|ミックス,True,False,False,True,DOZAJ – Fig(フィグ)レビュー,https://cloud-jp.net/dozaj-fig/
R0102,グアバ,パッションフルーツ,グアバ||パッションフルーツ,しっかり熟したマンゴーの芳醇な甘味に、パッションフルーツ、パイナップルの甘酸っぱさが相まって壮大な南国の恵みを感じさせてくれます。,,,False,False,False,False,Tabu – Tropical Juice(トロピカルジュース)レビュー,https://cloud-jp.net/tabu-tropicaljuice/
R0102,グアバ,パッションフルーツ,グアバ||パッションフルーツ,ただ、ミックスするとすればココナッツやバナナ、グアバ、キウイなどを加えてよりトロピカル感を味わえるミックスにしたり、グレープフルーツやゆず、レモン、ミントなどで酸味、清涼感を加えてすっきりとしたミックスにするのがおすすめです。,evaluation:positive|experience:coolness|taste:acidity|taste_role,おすすめ|ミックス|清涼感|酸味,False,True,False,True,Tabu – Tropical Juice(トロピカルジュース)レビュー,https://cloud-jp.net/tabu-tropicaljuice/
R0213,カルダモンミルク,バナナ,カルダモンミルク||バナナ,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,カルダモンミルク,バナナ,カルダモンミルク||バナナ,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0214,カルダモンミルク,バナナ,カルダモンミルク||バナナ,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0214,カルダモンミルク,バナナ,カルダモンミルク||バナナ,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0216,カルダモンミルク,バナナ,カルダモンミルク||バナナ,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0216,カルダモンミルク,バナナ,カルダモンミルク||バナナ,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0213,バナナ,モヒート,バナナ||モヒート,AlFakher(アルファーヘル) Mojito(モヒート)のレビューです。,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,モヒート,バナナ||モヒート,AlFakher Mojitoの特徴,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,モヒート,バナナ||モヒート,AlFakher Mojitoを使ったMIX,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,モヒート,バナナ||モヒート,AlFakher Mojitoの特徴,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,モヒート,バナナ||モヒート,AlFakher Mojitoを使ったMIX,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,モヒート,バナナ||モヒート,AlFakher Mojitoを使ったMIXには、レモンやグレープフルーツ、シトラスティーなどでさっぱり仕上げるのがおすすめ。,evaluation:positive|experience:coolness|taste:acidity,おすすめ|さっぱり|シトラス,False,True,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,モヒート,バナナ||モヒート,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0213,バナナ,モヒート,バナナ||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
R0214,バナナ,モヒート,バナナ||モヒート,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0214,バナナ,モヒート,バナナ||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/
R0216,バナナ,モヒート,バナナ||モヒート,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0216,バナナ,モヒート,バナナ||モヒート,ALFAKHER MOJITO(モヒート)レビュー,,,False,False,False,False,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/
R0067,ココナッツ,ハニー,ココナッツ||ハニー,・フィグ×ハニー×ココナッツ – イチジクの甘さとココナッツの甘さがうまくマッチします。,,,True,False,False,False,DOZAJ – Fig(フィグ)レビュー,https://cloud-jp.net/dozaj-fig/
R0158,ココナッツ,ハニー,ココナッツ||ハニー,ハニーミルクを使った濃厚なお菓子のような甘さを感じられるミックスには、ミルクやSocial Smokeの香港ミルクティー、ココナッツ、REVOSHIのビスケットなどがおすすめです。,evaluation:positive|taste:richness|taste_role,おすすめ|ミックス|濃厚,True,True,False,True,TROY – HONEY MILK(ハニーミルク)レビュー,https://cloud-jp.net/troy-honeymilk/
R0198,ココナッツ,ハニー,ココナッツ||ハニー,アルファーヘルのバニラを使ったミックスには、チャイやキャラメル、メロン、ハニー、ココナッツ、ミルク、チョコレートなど甘いフレーバーとの相性は抜群です。,experience:balance|taste:sweetness|taste_role,ミックス|甘い|相性,True,False,False,True,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/
R0084,ブルーベリー,ベリー,ブルーベリー||ベリー,TROY – Ice Blueberry(アイスブルーベリー)の特徴,,,True,False,False,False,TROY – Ice Blueberry(アイスブルーベリー)レビュー,https://cloud-jp.net/troy-iceblueberry/
R0084,ブルーベリー,ベリー,ブルーベリー||ベリー,TROY – Ice Blueberry(アイスブルーベリー)のおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,True,True,False,True,TROY – Ice Blueberry(アイスブルーベリー)レビュー,https://cloud-jp.net/troy-iceblueberry/
R0084,ブルーベリー,ベリー,ブルーベリー||ベリー,TROY – Ice Blueberry(アイスブルーベリー)の特徴,,,True,False,False,False,TROY – Ice Blueberry(アイスブルーベリー)レビュー,https://cloud-jp.net/troy-iceblueberry/
R0084,ブルーベリー,ベリー,ブルーベリー||ベリー,ブルーベリーの香りは、他のブランドのブルーベリーフレーバーと特に差異のない吸い慣れた香りで、完成度が高く満足できる仕上がりです。,experience:aroma,香り,True,False,False,False,TROY – Ice Blueberry(アイスブルーベリー)レビュー,https://cloud-jp.net/troy-iceblueberry/
R0084,ブルーベリー,ベリー,ブルーベリー||ベリー,TROY – Ice Blueberry(アイスブルーベリー)のおすすめミックス,evaluation:positive|taste_role,おすすめ|ミックス,True,True,False,True,TROY – Ice Blueberry(アイスブルーベリー)レビュー,https://cloud-jp.net/troy-iceblueberry/
R0095,ブルーベリー,ベリー,ブルーベリー||ベリー,Berry Tic-Tacは、甘酸っぱくて爽やかなジューシーベリーと、ミントのミックスフレーバーです。,experience:coolness|taste:fruity|taste_role,ジューシー|ミックス|爽やか,False,False,False,True,Tabu – Berry Tic-Tac(ベリーティックタック)レビュー,https://cloud-jp.net/tabu-berrytictac/
R0095,ブルーベリー,ベリー,ブルーベリー||ベリー,ミントの清涼感いよって、ブルーベリーのまったりとした甘味を和らげ、さっぱりとした仕上がりになっています。,experience:coolness,さっぱり|清涼感,False,False,False,False,Tabu – Berry Tic-Tac(ベリーティックタック)レビュー,https://cloud-jp.net/tabu-berrytictac/
R0095,ブルーベリー,ベリー,ブルーベリー||ベリー,ブルーベリー特有のくどさも感じないため吸いやすい印象です。,experience:smoothness,吸いやすい,False,False,False,False,Tabu – Berry Tic-Tac(ベリーティックタック)レビュー,https://cloud-jp.net/tabu-berrytictac/
R0095,ブルーベリー,ベリー,ブルーベリー||ベリー,また、ラズベリーやストロベリー、アサイーベリーなど他のベリー系のフレーバーとミックスするのもおすすめです。,evaluation:positive|taste_role,おすすめ|ミックス,False,True,False,True,Tabu – Berry Tic-Tac(ベリーティックタック)レビュー,https://cloud-jp.net/tabu-berrytictac/
R0095,ブルーベリー,ベリー,ブルーベリー||ベリー,Tabu(タブ) – Berry Tic-Tac(ベリーティックタック)はCLOUD SHOPにてご購入いただけます！,,,False,False,False,False,Tabu – Berry Tic-Tac(ベリーティックタック)レビュー,https://cloud-jp.net/tabu-berrytictac/
R0160,ブルーベリー,ベリー,ブルーベリー||ベリー,こちらの記事では、TROY(トロイ)のSpecial Blueberry(スペシャルブルーベリー)のフレーバーレビューをご紹介します。,,,True,False,False,False,TROY – SPECIAL BLUEBERRY(スペシャルブルーベリー)レビュー,https://cloud-jp.net/troy-specialblueberry/
R0160,ブルーベリー,ベリー,ブルーベリー||ベリー,TROY(トロイ) – SPECIAL BLUEBERRY(スペシャルブルーベリー)はCLOUD SHOPにてご購入いただけます！,,,True,False,False,False,TROY – SPECIAL BLUEBERRY(スペシャルブルーベリー)レビュー,https://cloud-jp.net/troy-specialblueberry/
R0213,ミルク,モヒート,ミルク||モヒート,AlFakher(アルファーヘル) Mojito(モヒート)のレビューです。,,,False,False,False,False,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/
